voltage_mean,voltage_std,voltage_max,voltage_min,voltage_range,time_3_5_to_4_0,voltage_slope,voltage_area,current_mean,current_std,temp_max,temp_mean,temp_rise,temp_std,internal_resistance,total_time,dvdt_mean,dvdt_std,dvdt_max,cell,cycle,capacity,soh
4.187419504014827,0.045764989123261914,4.2099486995035615,3.479393559379272,0.7305551401242893,5.5,8.578433112832349e-06,31903.866329942597,0.6537993619097603,0.6254070302865201,27.445134031590747,25.32407901830568,3.2780721507848796,1.011309693973562,29.923027286966168,7597.875,0.00010581551341157426,0.00836049915881396,0.17560453606822612,B0005,1,1.8564874208181574,100.0
4.058826443375249,0.1773798660372038,4.213016370444398,3.001950570776504,1.2110657996678942,1602.813,4.4577822405890123e-05,43530.026876862794,0.9562767523912176,0.666259837238909,29.34194895777482,26.635622628116085,4.813433757337769,1.3577712018661738,21.933052619048635,10516.0,0.00021803582322957803,0.006345269295624267,0.14500460606310558,B0005,2,1.846327249719927,99.45272071416714
4.058138828852896,0.17528687641434834,4.212788046609961,3.0358785775794024,1.1769094690305586,1639.969,4.4598279746702286e-05,43390.55586370912,0.9578584144574912,0.6669530273269925,29.553300732538816,26.778175507896698,4.9531269460158,1.371118399905783,21.00441225284936,10484.547,0.00020997549491293276,0.00617226205469216,0.14119648015765973,B0005,3,1.8353491942234077,98.86138595081705
4.058904789088504,0.1726065412766279,4.212924011950438,3.0661450551857485,1.1467789567646895,1654.969,4.469057929409461e-05,43031.60226597905,0.9597063636163543,0.6662704587130999,29.456340289732644,26.70320405781683,4.962993992588615,1.3750710881487294,20.91974112700785,10397.89,0.00020340152014037714,0.006220693091577286,0.1427581881466625,B0005,4,1.8352625275821128,98.85671763794173
4.058329981003973,0.17353550330211395,4.2128738833616,3.0637656606174013,1.1491082227441987,1667.9689999999998,4.42858357593413e-05,43431.8924774326,0.9551027923472766,0.6684150117614278,29.4813335075363,26.617004288392003,5.061163581642418,1.3863920147737276,20.33602389651687,10495.203,0.00020278507572357143,0.00613396852458688,0.14032541344417895,B0005,5,1.8346455082120419,98.82348178817772
4.059785107501149,0.17408492131430156,4.212763963219923,3.0593224041262927,1.1534415590936304,1675.375,4.2765932450587136e-05,44677.260230827414,0.9399915268115662,0.6731501315206839,29.39582042914756,26.51849450408942,4.9839515908536285,1.3697737752797174,21.369634045407434,10792.672,0.00020009368884499448,0.006049224467315221,0.13873291697246745,B0005,6,1.8356616600675495,98.87821697485944
4.058914241429766,0.17492119103637335,4.213176751734383,3.0533599221041614,1.1598168296302216,1683.5,4.290331739233446e-05,44658.63540898666,0.939661994442232,0.6740521218860146,29.438424119486054,26.620706323978894,4.910966577622741,1.368754831634235,20.699586480667737,10789.985,0.00020309597359461897,0.006047413541747387,0.1392139086661108,B0005,7,1.8351461429226603,98.85044855913476
4.053425643583468,0.1775571053031069,4.212850577044761,3.048720950345317,1.1641296266994439,1691.2659999999998,4.758010731723163e-05,41880.43693965212,0.9727357539789552,0.6618959022597396,29.510810563981206,26.737918888901717,4.965095779546452,1.3633224155181507,21.354856949609935,10127.562,0.00021179511038264413,0.006012084245028327,0.13570574212764455,B0005,8,1.8257567905665537,98.34468955151549
4.055637707823975,0.1735869632454472,4.213141772335243,3.0824222303522406,1.1307195419830025,1694.297,4.6564405245111465e-05,41972.8346168581,0.9691837910969469,0.6639718144564338,29.668813794471543,26.74145703066146,5.154991765636414,1.3841787699624821,20.537675331639157,10147.952999999994,0.00020121428094830134,0.006076627556787517,0.13765474967302263,B0005,9,1.8247738529891333,98.29174345738105
4.0551389874488235,0.17484391180363582,4.212949842741421,3.075795646323062,1.1371541964183587,1694.157,4.675844191901606e-05,42030.903420260525,0.9683227061476134,0.6641380078436662,29.779288735822295,26.7021703105932,5.343908068705161,1.4147510153022544,20.624865843386235,10162.094,0.00020504929211793635,0.006016343539577075,0.13666650664334923,B0005,10,1.824613268496936,98.2830935473199
4.054491573689291,0.17554945525461832,4.2132271723869295,3.06985284508505,1.1433743273018795,1686.0,4.712499799723296e-05,41848.62654889146,0.9694945781971556,0.6634398558389827,29.71100043300344,26.608132946993933,5.3882679267026,1.42477200092305,20.16784070085975,10119.375,0.0002065246259434807,0.006032987648329209,0.13650680595978565,B0005,11,1.8246195526864504,98.28343204622077
4.0526146919932,0.17729439023205582,4.212826399381091,3.0612589860161115,1.1515674133649791,1690.3590000000002,4.825317355769225e-05,41401.54449359639,0.976343309024491,0.6609868652694818,29.79634895864274,26.63314786563377,5.347254681490419,1.3970655679971646,20.602779709694303,10013.235,0.00021253332914122748,0.006034328367758492,0.1362525333059496,B0005,12,1.8142019357673917,97.72228539894279
4.076087195502948,0.1443924545276609,4.212863906558764,3.34157125606709,0.8712926504916738,1478.797,4.248872432986495e-05,39729.351781816775,0.9570092752941729,0.6653019848519954,30.37677905152779,27.033644494333256,5.788444718653839,1.5543978163047227,21.146577683493323,9586.875,0.00011655396639793532,0.0060507270918498,0.13587414807489306,B0005,13,1.8142019357673917,97.72228539894279
4.054612747973269,0.17368701217979385,4.212724851227894,3.092615790717664,1.12010906051023,1689.3909999999998,4.781277286371497e-05,41153.606547533476,0.9747526637611204,0.6616228729345399,30.05302011094364,26.870618187745674,5.470393702831753,1.4296559397124045,20.48482726910606,9952.359,0.0002011847713807924,0.005930173992208048,0.13353420878235156,B0005,14,1.8137521577549054,97.69805803238793
4.059265909682025,0.17353544509135382,4.213057848582499,3.082964486167869,1.1300933624146303,1693.5,4.2827842411074656e-05,44525.52263640174,0.9355825445308517,0.67558220466249,30.168468843680714,26.738987031481408,5.699511537700253,1.5083652386093211,20.03115651024715,10758.031000000003,0.0001967764591739727,0.005854803586245906,0.13458413036501882,B0005,15,1.8134404914735822,97.68127007692816
